Review,Liked,Cleaned_Review,Sentiment_Score,Predicted_Sentiment
The grilled chicken was so tender and yellow from the saffron seasoning.,1,grilled chicken tender yellow saffron seasoning,-0.3,Negative
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,drive thru means not want wait around half hour food somehow end going make us wait wait,-0.16666666666666666,Negative
Pretty awesome place.,1,pretty awesome place,0.625,Positive
Ambience is perfect.,1,ambience perfect,1.0,Positive
Best of luck to the rude and non-customer service focused new management.,0,best luck rude non customer service focused new management,0.27878787878787875,Positive
Any grandmother can make a roasted chicken better than this one.,0,grandmother make roasted chicken better one,-0.04999999999999999,Neutral
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,asked multiple times wine list time ignored went hostess got one,0.0,Neutral
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,staff always super friendly helpful especially cool bring two small boys baby,0.2895833333333333,Positive
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,four stars food guy blue shirt great vibe still letting us eat,0.4,Positive
The roast beef sandwich tasted really good!,1,roast beef sandwich tasted really good,0.7,Positive
"Same evening, him and I are both drastically sick.",0,evening drastically sick,-0.7142857142857143,Negative
High-quality chicken on the chicken Caesar salad.,1,high quality chicken chicken caesar salad,-0.3466666666666667,Negative
Ordered burger rare came in we'll done.,0,ordered burger rare came done,0.3,Positive
We were promptly greeted and seated.,1,promptly greeted seated,0.0,Neutral
Tried to go here for lunch and it was a madhouse.,0,tried go lunch madhouse,0.0,Neutral
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,proven dead wrong sushi bar not quality great service fast food impeccable,0.21000000000000002,Positive
"After waiting an hour and being seated, I was not in the greatest of moods.",0,waiting hour seated not greatest moods,-0.5,Negative
This is a good joint.,1,good joint,0.7,Positive
The Macarons here are insanely good.,1,macarons insanely good,0.7,Positive
I'm not eating here!,0,not eating,0.0,Neutral
"Our waiter was very attentive, friendly, and informative.",1,waiter attentive friendly informative,0.3875,Positive
Maybe if they weren't cold they would have been somewhat edible.,0,maybe weren cold would somewhat edible,-0.6,Negative
This place has a lot of promise but fails to deliver.,0,place lot promise fails deliver,-0.5,Negative
Very bad Experience!,0,bad experience,-0.6999999999999998,Negative
What a mistake.,0,mistake,0.0,Neutral
Food was average at best.,0,food average best,0.425,Positive
Great food.,1,great food,0.8,Positive
We won't be going back anytime soon!,0,won going back anytime soon,0.0,Neutral
Very Very Disappointed ordered the $35 Big Bay Plater.,0,disappointed ordered big bay plater,-0.375,Negative
Great place to relax and have an awesome burger and beer.,1,great place relax awesome burger beer,0.9,Positive
It is PERFECT for a sit-down family meal or get together with a few friends.,1,perfect sit family meal get together friends,1.0,Positive
"Not much flavor to them, and very poorly constructed.",0,not much flavor poorly constructed,-0.25,Negative
The patio seating was very comfortable.,1,patio seating comfortable,0.4,Positive
The fried rice was dry as well.,0,fried rice dry well,-0.06666666666666665,Negative
Hands down my favorite Italian restaurant!,1,hands favorite italian restaurant,0.25,Positive
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,screams legit book somethat also pretty rare vegas,0.275,Positive
It was just not a fun experience.,1,not fun experience,-0.15,Negative
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,atmosphere great lovely duo violinists playing songs requested,0.65,Positive
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,personally love hummus pita baklava falafels baba ganoush amazing eggplant,0.55,Positive
"Very convenient, since we were staying at the MGM!",1,convenient since staying mgm,0.0,Neutral
The owners are super friendly and the staff is courteous.,1,owners super friendly staff courteous,0.43611111111111106,Positive
Both great!,1,great,0.8,Positive
Eclectic selection.,1,eclectic selection,0.0,Neutral
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,sweet potato tots good onion rings perfection close,0.5249999999999999,Positive
The staff was very attentive.,1,staff attentive,0.4,Positive
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,chef generous time even came around twice take pictures,0.0,Neutral
"The owner used to work at Nobu, so this place is really similar for half the price.",1,owner used work nobu place really similar half price,-0.08333333333333333,Negative
Google mediocre and I imagine Smashburger will pop up.,0,google mediocre imagine smashburger pop,-0.5,Negative
dont go here.,0,dont go,0.0,Neutral
I promise they won't disappoint.,1,promise won disappoint,0.0,Neutral
As a sushi lover avoid this place by all means.,0,sushi lover avoid place means,0.0,Neutral
What a great double cheeseburger!,1,great double cheeseburger,0.4,Positive
Awesome service and food.,1,awesome service food,1.0,Positive
A fantastic neighborhood gem !!!,1,fantastic neighborhood gem,0.4,Positive
I can't wait to go back.,1,wait go back,0.0,Neutral
The plantains were the worst I've ever tasted.,0,plantains worst ever tasted,-1.0,Negative
It's a great place and I highly recommend it.,1,great place highly recommend,0.48000000000000004,Positive
Service was slow and not attentive.,0,service slow not attentive,-0.25,Negative
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,gave stars giving stars,0.0,Neutral
Your staff spends more time talking to themselves than me.,0,staff spends time talking,0.0,Neutral
Dessert: Panna Cotta was amazing.,1,dessert panna cotta amazing,0.6000000000000001,Positive
"Very good food, great atmosphere.1",1,good food great atmosphere,0.75,Positive
Damn good steak.,1,damn good steak,0.7,Positive
Total brunch fail.,0,total brunch fail,-0.25,Negative
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,prices reasonable flavors spot sauce home made slaw not drenched mayo,0.2,Positive
"The decor is nice, and the piano music soundtrack is pleasant.",1,decor nice piano music soundtrack pleasant,0.6666666666666667,Positive
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,steak amazing rge fillet relleno best seafood plate ever,0.8,Positive
"Good food , good service .",1,good food good service,0.7,Positive
It was absolutely amazing.,1,absolutely amazing,0.6000000000000001,Positive
"I probably won't be back, to be honest.",0,probably won back honest,0.3,Positive
will definitely be back!,1,definitely back,0.0,Neutral
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,sergeant pepper beef sandwich auju sauce excellent sandwich well,1.0,Positive
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,hawaiian breeze mango magic pineapple delight smoothies tried far good,0.4333333333333333,Positive
Went for lunch - service was slow.,0,went lunch service slow,-0.30000000000000004,Negative
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,much say place walked expected amazing quickly disappointed,-0.012499999999999983,Neutral
I was mortified.,0,mortified,0.0,Neutral
"Needless to say, we will never be back here again.",0,needless say never back,-0.25,Negative
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,anyways food definitely not filling price pay expect,0.0,Neutral
"The chips that came out were dripping with grease, and mostly not edible.",0,chips came dripping grease mostly not edible,-0.25,Negative
I wasn't really impressed with Strip Steak.,0,wasn really impressed strip steak,1.0,Positive
Have been going since 2007 and every meal has been awesome!!,1,going since every meal awesome,1.0,Positive
Our server was very nice and attentive as were the other serving staff.,1,server nice attentive serving staff,0.5,Positive
The cashier was friendly and even brought the food out to me.,1,cashier friendly even brought food,0.375,Positive
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,work hospitality industry paradise valley refrained recommending cibo longer,0.0,Neutral
The atmosphere here is fun.,1,atmosphere fun,0.3,Positive
Would not recommend to others.,0,would not recommend others,0.0,Neutral
"Service is quick and even ""to go"" orders are just like we like it!",1,service quick even go orders like like,0.3333333333333333,Positive
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,mean really get famous fish chips terrible,-0.153125,Negative
"That said, our mouths and bellies were still quite pleased.",1,said mouths bellies still quite pleased,0.5,Positive
Not my thing.,0,not thing,0.0,Neutral
2 Thumbs Up!!,1,thumbs,0.0,Neutral
If you are reading this please don't go there.,0,reading please don go,0.0,Neutral
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,loved grilled pizza reminded legit italian pizza,0.35,Positive
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,0.5228571428571429,Positive
They have a really nice atmosphere.,1,really nice atmosphere,0.6,Positive
Tonight I had the Elk Filet special...and it sucked.,0,tonight elk filet special sucked,0.35714285714285715,Positive
"After one bite, I was hooked.",1,one bite hooked,0.0,Neutral
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,ordered old classics new dishes going times sorely disappointed everything,-0.17121212121212123,Negative
"Cute, quaint, simple, honest.",1,cute quaint simple honest,0.3666666666666667,Positive
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,chicken deliciously seasoned perfect fry outside moist chicken inside,0.010000000000000009,Neutral
"The food was great as always, compliments to the chef.",1,food great always compliments chef,0.8,Positive
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special thanks dylan recommendation order yummy tummy,0.2785714285714286,Positive
Awesome selection of beer.,1,awesome selection beer,1.0,Positive
Great food and awesome service!,1,great food awesome service,0.9,Positive
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing added gratuity bill since party larger didn expect tip,0.3,Positive
A FLY was in my apple juice.. A FLY!!!!!!!!,0,fly apple juice fly,0.8,Positive
The Han Nan Chicken was also very tasty.,1,han nan chicken also tasty,-0.6,Negative
"As for the service, I thought it was good.",1,service thought good,0.7,Positive
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,food barely lukewarm must sitting waiting server bring us,0.05,Neutral
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryan bar definitely one edinburgh establishment won revisiting,0.0,Neutral
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant,0.0,Neutral
"Overall, I like there food and the service.",1,overall like food service,0.0,Neutral
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,also serve indian naan bread hummus spicy pine nut sauce world,0.0,Neutral
"Probably never coming back, and wouldn't recommend it.",0,probably never coming back wouldn recommend,0.0,Neutral
"Friend's pasta -- also bad, he barely touched it.",0,friend pasta also bad barely touched,-0.3249999999999999,Negative
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try airport experience tasty food speedy friendly service,0.375,Positive
I love the decor with the Chinese calligraphy wall paper.,1,love decor chinese calligraphy wall paper,0.25,Positive
Never had anything to complain about here.,1,never anything complain,0.0,Neutral
The restaurant is very clean and has a family restaurant feel to it.,1,restaurant clean family restaurant feel,0.3666666666666667,Positive
It was way over fried.,0,way fried,0.0,Neutral
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,not sure long stood long enough begin feel awkwardly place,-0.19,Negative
"When I opened the sandwich, I was impressed, but not in a good way.",0,opened sandwich impressed not good way,0.325,Positive
Will not be back!,0,not back,0.0,Neutral
There was a warm feeling with the service and I felt like their guest for a special treat.,1,warm feeling service felt like guest special treat,0.47857142857142854,Positive
An extensive menu provides lots of options for breakfast.,1,extensive menu provides lots options breakfast,0.0,Neutral
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,always order vegetarian menu dinner wide array options choose,-0.1,Negative
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,watched prices inflate portions get smaller management attitudes grow rapidly,0.0,Neutral
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapas ambience made feel warm fuzzy inside,0.8,Positive
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,got enjoy seafood salad fabulous vinegrette,0.4,Positive
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,wontons thin not thick chewy almost melt mouth,-0.125,Negative
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,level spicy perfect spice didn whelm soup,1.0,Positive
We were sat right on time and our server from the get go was FANTASTIC!,1,sat right time server get go fantastic,0.34285714285714286,Positive
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing didn enjoy crowd older crowd around mid,0.18333333333333332,Positive
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,side town definitely spot hit,0.0,Neutral
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,wait minutes get drink longer get arepas,0.0,Neutral
This is a GREAT place to eat!,1,great place eat,0.8,Positive
The jalapeno bacon is soooo good.,1,jalapeno bacon soooo good,0.7,Positive
The service was poor and thats being nice.,0,service poor thats nice,0.09999999999999998,Positive
"Food was good, service was good, Prices were good.",1,food good service good prices good,0.6999999999999998,Positive
The place was not clean and the food oh so stale!,0,place not clean food oh stale,-0.3416666666666667,Negative
"The chicken dishes are OK, the beef is like shoe leather.",0,chicken dishes ok beef like shoe leather,-0.04999999999999999,Neutral
But the service was beyond bad.,0,service beyond bad,-0.6999999999999998,Negative
"I'm so happy to be here!!!""",1,happy,0.8,Positive
Tasted like dirt.,0,tasted like dirt,0.0,Neutral
One of the few places in Phoenix that I would definately go back to again .,1,one places phoenix would definately go back,0.0,Neutral
The block was amazing.,1,block amazing,0.6000000000000001,Positive
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,close house low key non fancy affordable prices good food,0.2333333333333333,Positive
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,hot sour egg flower soups absolutely stars,0.09999999999999999,Positive
My sashimi was poor quality being soggy and tasteless.,0,sashimi poor quality soggy tasteless,-0.5,Negative
Great time - family dinner on a Sunday night.,1,great time family dinner sunday night,0.8,Positive
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,food not tasty not say real traditional hunan style,0.0,Neutral
"What did bother me, was the slow service.",0,bother slow service,-0.30000000000000004,Negative
The flair bartenders are absolutely amazing!,1,flair bartenders absolutely amazing,0.6000000000000001,Positive
Their frozen margaritas are WAY too sugary for my taste.,0,frozen margaritas way sugary taste,0.0,Neutral
These were so good we ordered them twice.,1,good ordered twice,0.7,Positive
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,nutshell restaraunt smells like combination dirty fish market sewer,-0.6,Negative
My girlfriend's veal was very bad.,0,girlfriend veal bad,-0.6999999999999998,Negative
"Unfortunately, it was not good.",0,unfortunately not good,-0.35,Negative
I had a pretty satifying experience.,1,pretty satifying experience,0.25,Positive
Join the club and get awesome offers via email.,1,join club get awesome offers via email,0.55,Positive
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect someone likes beer ice cold case even colder,0.2,Positive
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way describing barely tepid meat,0.19444444444444445,Positive
"The chains, which I'm no fan of, beat this place easily.",0,chains no fan beat place easily,0.43333333333333335,Positive
The nachos are a MUST HAVE!,1,nachos must,0.0,Neutral
We will not be coming back.,0,not coming back,0.0,Neutral
"I don't have very many words to say about this place, but it does everything pretty well.",1,don many words say place everything pretty well,0.375,Positive
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,staff super nice quick even crazy crowds downtown juries lawyers court staff,0.16666666666666666,Positive
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service,0.4583333333333333,Positive
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,received pita huge lot meat thumbs,0.39999999999999997,Positive
Once your food arrives it's meh.,0,food arrives meh,0.0,Neutral
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,paying hot dog fries looks like came kid meal wienerschnitzel not idea good meal,0.475,Positive
The classic Maine Lobster Roll was fantastic.,1,classic maine lobster roll fantastic,0.2833333333333333,Positive
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,brother law works mall ate day guess sick night,-0.7142857142857143,Negative
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,good going review place twice hereas tribute place tribute event held last night,0.35,Positive
"The chips and salsa were really good, the salsa was very fresh.",1,chips salsa really good salsa fresh,0.5,Positive
This place is great!!!!!!!!!!!!!!,1,place great,0.8,Positive
Mediocre food.,0,mediocre food,-0.5,Negative
Once you get inside you'll be impressed with the place.,1,get inside impressed place,1.0,Positive
I'm super pissd.,0,super pissd,0.3333333333333333,Positive
And service was super friendly.,1,service super friendly,0.35416666666666663,Positive
Why are these sad little vegetables so overcooked?,0,sad little vegetables overcooked,-0.34375,Negative
This place was such a nice surprise!,1,place nice surprise,0.6,Positive
They were golden-crispy and delicious.,1,golden crispy delicious,0.65,Positive
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat,-0.0975,Negative
I could eat their bruschetta all day it is devine.,1,could eat bruschetta day devine,0.0,Neutral
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,not single employee came see ok even needed water refill finally served us food,0.17857142857142858,Positive
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,lastly mozzarella sticks best thing ordered,0.5,Positive
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,first time ever came amazing experience still tell people awesome duck,0.6166666666666667,Positive
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,server negligent needs made us feel unwelcome would not suggest place,0.0,Neutral
The service was terrible though.,0,service terrible though,-1.0,Negative
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,place overpriced not consistent boba really overpriced,0.037500000000000006,Neutral
It was packed!!,0,packed,0.0,Neutral
I love this place.,1,love place,0.5,Positive
I can say that the desserts were yummy.,1,say desserts yummy,0.0,Neutral
The food was terrible.,0,food terrible,-1.0,Negative
The seasonal fruit was fresh white peach puree.,1,seasonal fruit fresh white peach puree,0.15,Positive
It kept getting worse and worse so now I'm officially done.,0,kept getting worse worse officially done,-0.4,Negative
This place should honestly be blown up.,0,place honestly blown,0.6,Positive
But I definitely would not eat here again.,0,definitely would not eat,0.0,Neutral
Do not waste your money here!,0,not waste money,0.1,Positive
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,love put food nice plastic containers opposed cramming little paper takeout boxes,0.3041666666666667,Positive
The crêpe was delicate and thin and moist.,1,cr pe delicate thin moist,-0.35,Negative
Awful service.,0,awful service,-1.0,Negative
Won't ever go here again.,0,won ever go,0.0,Neutral
Food quality has been horrible.,0,food quality horrible,-1.0,Negative
For that price I can think of a few place I would have much rather gone.,0,price think place would much rather gone,0.2,Positive
The service here is fair at best.,0,service fair best,0.85,Positive
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,love sushi found kabuki priced hip services,0.5,Positive
Do yourself a favor and stay away from this dish.,0,favor stay away dish,0.0,Neutral
Very poor service.,0,poor service,-0.4,Negative
No one at the table thought the food was above average or worth the wait that we had for it.,0,no one table thought food average worth wait,0.075,Positive
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,best service food ever maria server good friendly made day,0.6916666666666668,Positive
They were excellent.,1,excellent,1.0,Positive
I paid the bill but did not tip because I felt the server did a terrible job.,0,paid bill not tip felt server terrible job,-1.0,Negative
Just had lunch here and had a great experience.,1,lunch great experience,0.8,Positive
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,never bland food surprised considering article read focused much spices flavor,0.1277777777777778,Positive
Food is way overpriced and portions are fucking small.,0,food way overpriced portions fucking small,-0.25,Negative
I recently tried Caballero's and I have been back every week since!,1,recently tried caballero back every week since,0.0,Neutral
"for 40 bucks a head, i really expect better food.",0,bucks head really expect better food,0.35,Positive
The food came out at a good pace.,1,food came good pace,0.7,Positive
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,ate twice last visit especially enjoyed salmon salad,0.5,Positive
I won't be back.,0,won back,0.0,Neutral
We could not believe how dirty the oysters were!,0,could not believe dirty oysters,-0.6,Negative
This place deserves no stars.,0,place deserves no stars,0.0,Neutral
I would not recommend this place.,0,would not recommend place,0.0,Neutral
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,fact going round stars awesome,0.4,Positive
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,disbelief dish qualified worst version foods ever tasted,-1.0,Negative
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day not low tolerance rude customer service people job nice polite wash dishes otherwise,-0.09999999999999995,Negative
the potatoes were great and so was the biscuit.,1,potatoes great biscuit,0.8,Positive
I probably would not go here again.,0,probably would not go,0.0,Neutral
So flavorful and has just the perfect amount of heat.,1,flavorful perfect amount heat,1.0,Positive
The price is reasonable and the service is great.,1,price reasonable service great,0.5,Positive
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,wife hated meal coconut shrimp friends really not enjoy meals either,-0.55,Negative
My fella got the huevos rancheros and they didn't look too appealing.,0,fella got huevos rancheros didn look appealing,0.5,Positive
"Went in for happy hour, great list of wines.",1,went happy hour great list wines,0.8,Positive
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,may say buffet pricey think get pay place getting quite lot,0.0,Neutral
I probably won't be coming back here.,0,probably won coming back,0.0,Neutral
Worst food/service I've had in a while.,0,worst food service,-1.0,Negative
"This place is pretty good, nice little vibe in the restaurant.",1,place pretty good nice little vibe restaurant,0.34062499999999996,Positive
Talk about great customer service of course we will be back.,1,talk great customer service course back,0.4,Positive
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dishes not hot cold dishes close room temp watched staff prepare food bare hands no gloves everything deep fried oil,-0.08499999999999999,Negative
I love their fries and their beans.,1,love fries beans,0.5,Positive
Always a pleasure dealing with him.,1,always pleasure dealing,0.0,Neutral
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salads sandwiches everything tried gets seal approval,0.0,Neutral
This place is awesome if you want something light and healthy during the summer.,1,place awesome want something light healthy summer,0.6333333333333333,Positive
"For sushi on the Strip, this is the place to go.",1,sushi strip place go,0.0,Neutral
"The service was great, even the manager came and helped with our table.",1,service great even manager came helped table,0.8,Positive
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,feel dining room college cooking course high class dining service slow best,0.2866666666666667,Positive
"I started this review with two stars, but I'm editing it to give it only one.",0,started review two stars editing give one,0.0,Neutral
this is the worst sushi i have ever eat besides Costco's.,0,worst sushi ever eat besides costco,-1.0,Negative
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,excellent restaurant highlighted great service unique menu beautiful setting,0.75625,Positive
My boyfriend and i sat at the bar and had a completely delightful experience.,1,boyfriend sat bar completely delightful experience,1.0,Positive
Weird vibe from owners.,0,weird vibe owners,-0.5,Negative
There was hardly any meat.,0,hardly meat,-0.2916666666666667,Negative
I've had better bagels from the grocery store.,0,better bagels grocery store,0.5,Positive
Go To Place for Gyros.,1,go place gyros,0.0,Neutral
"I love the owner/chef, his one authentic Japanese cool dude!",1,love owner chef one authentic japanese cool dude,0.3375,Positive
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,burgers good pizza used amazing doughy flavorless,0.65,Positive
I found a six inch long piece of wire in my salsa.,0,found six inch long piece wire salsa,-0.05,Neutral
"The service was terrible, food was mediocre.",0,service terrible food mediocre,-0.75,Negative
We definately enjoyed ourselves.,1,definately enjoyed,0.5,Positive
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,ordered albondigas soup warm tasted like tomato soup frozen meatballs,0.6,Positive
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,three different occasions asked well done medium well three times got bloodiest piece meat plate,0.0,Neutral
I had about two bites and refused to eat anymore.,0,two bites refused eat anymore,0.0,Neutral
The service was extremely slow.,0,service extremely slow,-0.30000000000000004,Negative
"After 20 minutes wait, I got a table.",0,minutes wait got table,0.0,Neutral
Seriously killer hot chai latte.,1,seriously killer hot chai latte,-0.04166666666666666,Neutral
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,no allergy warnings menu waitress absolutely no clue meals not contain peanuts,-0.1,Negative
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,boyfriend tried mediterranean chicken salad fell love,-0.04999999999999999,Neutral
Their rotating beers on tap is also a highlight of this place.,1,rotating beers tap also highlight place,0.0,Neutral
Pricing is a bit of a concern at Mellow Mushroom.,0,pricing bit concern mellow mushroom,0.0,Neutral
Worst Thai ever.,0,worst thai ever,-1.0,Negative
If you stay in Vegas you must get breakfast here at least once.,1,stay vegas must get breakfast least,-0.3,Negative
I want to first say our server was great and we had perfect service.,1,want first say server great perfect service,0.6833333333333332,Positive
The pizza selections are good.,1,pizza selections good,0.7,Positive
"I had strawberry tea, which was good.",1,strawberry tea good,0.7,Positive
Highly unprofessional and rude to a loyal patron!,0,highly unprofessional rude loyal patron,0.06444444444444444,Positive
"Overall, a great experience.",1,overall great experience,0.4,Positive
Spend your money elsewhere.,0,spend money elsewhere,0.0,Neutral
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,regular toasted bread equally satisfying occasional pats butter mmmm,0.16666666666666666,Positive
The Buffet at Bellagio was far from what I anticipated.,0,buffet bellagio far anticipated,0.1,Positive
"And the drinks are WEAK, people!",0,drinks weak people,-0.375,Negative
-My order was not correct.,0,order not correct,0.0,Neutral
"Also, I feel like the chips are bought, not made in house.",0,also feel like chips bought not made house,0.0,Neutral
After the disappointing dinner we went elsewhere for dessert.,0,disappointing dinner went elsewhere dessert,-0.6,Negative
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,chips sals amazing,0.6000000000000001,Positive
We won't be returning.,0,won returning,0.0,Neutral
This is my new fav Vegas buffet spot.,1,new fav vegas buffet spot,0.13636363636363635,Positive
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,seriously cannot believe owner many unexperienced employees running around like chickens heads cut,0.08333333333333334,Positive
"Very, very sad.",0,sad,-0.5,Negative
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,felt insulted disrespected could talk judge another human like,0.0,Neutral
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,call steakhouse properly cook steak don understand,0.0,Neutral
I'm not impressed with the concept or the food.,0,not impressed concept food,-0.5,Negative
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,thing wasn crazy guacamole don like pur ed,-0.6,Negative
"There is really nothing for me at postinos, hope your experience is better",0,really nothing postinos hope experience better,0.35,Positive
I got food poisoning here at the buffet.,0,got food poisoning buffet,0.0,Neutral
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,brought fresh batch fries thinking yay something warm no,0.44999999999999996,Positive
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,hilarious yummy christmas eve dinner remember biggest fail entire trip us,0.0,Neutral
"Needless to say, I won't be going back anytime soon.",0,needless say won going back anytime soon,-0.25,Negative
This place is disgusting!,0,place disgusting,-1.0,Negative
"Every time I eat here, I see caring teamwork to a professional degree.",1,every time eat see caring teamwork professional degree,0.1,Positive
The RI style calamari was a joke.,0,ri style calamari joke,0.0,Neutral
"However, there was so much garlic in the fondue, it was barely edible.",0,however much garlic fondue barely edible,0.125,Positive
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,could barely stomach meal didn complain business lunch,0.05,Neutral
"It was so bad, I had lost the heart to finish it.",0,bad lost heart finish,-0.6999999999999998,Negative
It also took her forever to bring us the check when we asked for it.,0,also took forever bring us check asked,0.0,Neutral
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,ones make scene restaurants don get definitely lost love one,0.25,Positive
Disappointing experience.,0,disappointing experience,-0.6,Negative
